lemma	sentence1	sentence2	label	answer	prompt
Sauna	mir hunn eng Sauna am Keller 	hei ass eng Hëtzt ewéi an enger Sauna ! 	identical	richteg	"Ass d'Bedeitung vun 'Sauna' an deenen zwee Sätz identesch? saz1: ""mir hunn eng Sauna am Keller "" saz2: ""hei ass eng Hëtzt ewéi an enger Sauna ! """
déi	déi huet awer Culot! 	déi Fra huet scho villes am Liewe geleescht 	identical	richteg	"Ass d'Bedeitung vun 'déi' an deenen zwee Sätz identesch? saz1: ""déi huet awer Culot! "" saz2: ""déi Fra huet scho villes am Liewe geleescht """
bedeitend	dat war eng bedeitend Period a mengem Liewen 	d'Infirmière huet an där Geschicht eng bedeitend Roll gespillt 	identical	richteg	"Ass d'Bedeitung vun 'bedeitend' an deenen zwee Sätz identesch? saz1: ""dat war eng bedeitend Period a mengem Liewen "" saz2: ""d'Infirmière huet an där Geschicht eng bedeitend Roll gespillt """
Bett	mat der Kanaliséierung krut de Floss méi e breet Bett 	daagsiwwer ass eist Klengt propper, mee nuets mécht et nach an d'Bett 	different	falsch	"Ass d'Bedeitung vun 'Bett' an deenen zwee Sätz identesch? saz1: ""mat der Kanaliséierung krut de Floss méi e breet Bett "" saz2: ""daagsiwwer ass eist Klengt propper, mee nuets mécht et nach an d'Bett """
Verloscht	den Doud vum President ass e grousse Verloscht fir d'Land 	eis Firma muss dëst Joer mat engem grousse Verloscht rechnen 	different	falsch	"Ass d'Bedeitung vun 'Verloscht' an deenen zwee Sätz identesch? saz1: ""den Doud vum President ass e grousse Verloscht fir d'Land "" saz2: ""eis Firma muss dëst Joer mat engem grousse Verloscht rechnen """
prett	ass d'Iesse scho prett ? 	den Text ass iwwermuer prett , fir gedréckt ze ginn 	identical	richteg	"Ass d'Bedeitung vun 'prett' an deenen zwee Sätz identesch? saz1: ""ass d'Iesse scho prett ? "" saz2: ""den Text ass iwwermuer prett , fir gedréckt ze ginn """
Bouss	hie krut bei der Beicht e Gesätz vum Rousekranz fir Bouss 	du dees nach eng Kéier Bouss fir déi Dommheet! 	identical	richteg	"Ass d'Bedeitung vun 'Bouss' an deenen zwee Sätz identesch? saz1: ""hie krut bei der Beicht e Gesätz vum Rousekranz fir Bouss "" saz2: ""du dees nach eng Kéier Bouss fir déi Dommheet! """
Arméi	fréier huet all jonke Mann d'Arméi misse maachen 	eisen Eelste geet gär bei d'Arméi 	identical	richteg	"Ass d'Bedeitung vun 'Arméi' an deenen zwee Sätz identesch? saz1: ""fréier huet all jonke Mann d'Arméi misse maachen "" saz2: ""eisen Eelste geet gär bei d'Arméi """
Schwaarzbier	déi nach e puer Käre Schwaarzbier an d'Uebstzalot! 	d'Schwaarzbier ass nach net zeideg 	identical	richteg	"Ass d'Bedeitung vun 'Schwaarzbier' an deenen zwee Sätz identesch? saz1: ""déi nach e puer Käre Schwaarzbier an d'Uebstzalot! "" saz2: ""d'Schwaarzbier ass nach net zeideg """
Muuss	op der Trap sëtzt eng déck, fett Muuss 	ech hunn d'Muussen ënner dem Bett erausgekiert 	different	falsch	"Ass d'Bedeitung vun 'Muuss' an deenen zwee Sätz identesch? saz1: ""op der Trap sëtzt eng déck, fett Muuss "" saz2: ""ech hunn d'Muussen ënner dem Bett erausgekiert """
fett	a mengem Alter verdréit een owes kee fett Iesse méi 	de Papp ass nach séier e Stéck fette Speck bei de Metzler kafe gaangen 	identical	richteg	"Ass d'Bedeitung vun 'fett' an deenen zwee Sätz identesch? saz1: ""a mengem Alter verdréit een owes kee fett Iesse méi "" saz2: ""de Papp ass nach séier e Stéck fette Speck bei de Metzler kafe gaangen """
Magaséng	beim Raumen um Späicher hu mir dräi Magasénge fir eng Pistoul aus dem Zweete Weltkrich fonnt 	de Vendeur ass d'Wueren hannenaus an de Magaséng siche gaangen 	different	falsch	"Ass d'Bedeitung vun 'Magaséng' an deenen zwee Sätz identesch? saz1: ""beim Raumen um Späicher hu mir dräi Magasénge fir eng Pistoul aus dem Zweete Weltkrich fonnt "" saz2: ""de Vendeur ass d'Wueren hannenaus an de Magaséng siche gaangen """
Daach	mäi Brudder hat laang keen Daach iwwerem Kapp 	ech hunn d'Leeëndecker um Daach 	identical	richteg	"Ass d'Bedeitung vun 'Daach' an deenen zwee Sätz identesch? saz1: ""mäi Brudder hat laang keen Daach iwwerem Kapp "" saz2: ""ech hunn d'Leeëndecker um Daach """
See	d'Blat vun denger See ass stompeg 	gëff dech mat dengem Gesouers, du bass eng richteg See ! 	different	falsch	"Ass d'Bedeitung vun 'See' an deenen zwee Sätz identesch? saz1: ""d'Blat vun denger See ass stompeg "" saz2: ""gëff dech mat dengem Gesouers, du bass eng richteg See ! """
Bau	d'Aarbechten um Bau komme gutt virun 	hie schafft um Bau 	identical	richteg	"Ass d'Bedeitung vun 'Bau' an deenen zwee Sätz identesch? saz1: ""d'Aarbechten um Bau komme gutt virun "" saz2: ""hie schafft um Bau """
pupeg	dee Kärel schwätzt esou pupeg 	wat war ech do an eng pupeg Gesellschaft geroden! 	identical	richteg	"Ass d'Bedeitung vun 'pupeg' an deenen zwee Sätz identesch? saz1: ""dee Kärel schwätzt esou pupeg "" saz2: ""wat war ech do an eng pupeg Gesellschaft geroden! """
wiem	mat wiem schwätzen ech? 	wiem dat net passt, dee ka jo goen 	different	falsch	"Ass d'Bedeitung vun 'wiem' an deenen zwee Sätz identesch? saz1: ""mat wiem schwätzen ech? "" saz2: ""wiem dat net passt, dee ka jo goen """
Tenorstëmm	den Dirigent hat beim leschte Stéck net genuch Tenorstëmmen ausgedeelt 	däi Monni huet eng wonnerschéin Tenorstëmm , ass hien an enger Chorale? 	different	falsch	"Ass d'Bedeitung vun 'Tenorstëmm' an deenen zwee Sätz identesch? saz1: ""den Dirigent hat beim leschte Stéck net genuch Tenorstëmmen ausgedeelt "" saz2: ""däi Monni huet eng wonnerschéin Tenorstëmm , ass hien an enger Chorale? """
Balletsschoul	d'Elteren hu virun der Balletsschoul op hir Kanner gewaart 	déi jonk Dänzerin huet hir Ausbildung an enger renomméierter Balletsschoul gemaach 	different	falsch	"Ass d'Bedeitung vun 'Balletsschoul' an deenen zwee Sätz identesch? saz1: ""d'Elteren hu virun der Balletsschoul op hir Kanner gewaart "" saz2: ""déi jonk Dänzerin huet hir Ausbildung an enger renomméierter Balletsschoul gemaach """
verwëschen	e Lénkshänner muss esou léiere schreiwen, datt en seng eege Schrëft net verwëscht 	pass op, datt s de d'Schmink net iwwer däi ganzt Gesiicht verwëschs ! 	identical	richteg	"Ass d'Bedeitung vun 'verwëschen' an deenen zwee Sätz identesch? saz1: ""e Lénkshänner muss esou léiere schreiwen, datt en seng eege Schrëft net verwëscht "" saz2: ""pass op, datt s de d'Schmink net iwwer däi ganzt Gesiicht verwëschs ! """
begeeschtert	d'Schüler si vum neie Schoulmeeschter hell begeeschtert 	de Publikum huet begeeschtert geklappt 	identical	richteg	"Ass d'Bedeitung vun 'begeeschtert' an deenen zwee Sätz identesch? saz1: ""d'Schüler si vum neie Schoulmeeschter hell begeeschtert "" saz2: ""de Publikum huet begeeschtert geklappt """
Partie	déi räich Wittfra ass eng gutt Partie 	mir sinn nach eng Partie Froen agefall 	different	falsch	"Ass d'Bedeitung vun 'Partie' an deenen zwee Sätz identesch? saz1: ""déi räich Wittfra ass eng gutt Partie "" saz2: ""mir sinn nach eng Partie Froen agefall """
uruffen	mäin Handy ass platt, dofir konnt ech der net uruffen 	riffs de vun doheem aus un oder bass de ënnerwee? 	identical	richteg	"Ass d'Bedeitung vun 'uruffen' an deenen zwee Sätz identesch? saz1: ""mäin Handy ass platt, dofir konnt ech der net uruffen "" saz2: ""riffs de vun doheem aus un oder bass de ënnerwee? """
an	mir treffen eis an enger Stonn 	an zwee Deeg hunn ech e Rendez-vous beim Dokter 	identical	richteg	"Ass d'Bedeitung vun 'an' an deenen zwee Sätz identesch? saz1: ""mir treffen eis an enger Stonn "" saz2: ""an zwee Deeg hunn ech e Rendez-vous beim Dokter """
Zell	et gëtt vill medezinesch Facteuren, déi Zelle stierwe loossen 	de Professer huet de Schüler den Opbau vun enger Zell erkläert 	identical	richteg	"Ass d'Bedeitung vun 'Zell' an deenen zwee Sätz identesch? saz1: ""et gëtt vill medezinesch Facteuren, déi Zelle stierwe loossen "" saz2: ""de Professer huet de Schüler den Opbau vun enger Zell erkläert """
Katrewang	fiert dëse Bus op de Katrewang bei Eschduerf? 	ech wunnen um Katrewang 	identical	richteg	"Ass d'Bedeitung vun 'Katrewang' an deenen zwee Sätz identesch? saz1: ""fiert dëse Bus op de Katrewang bei Eschduerf? "" saz2: ""ech wunnen um Katrewang """
Schläifsteen	ech mengen, ech misst meng Aaxt emol op de Schläifsteen huelen 	wa mäi Papp mat der Séissel schafft, huet en ëmmer e Schläifsteen bei sech 	different	falsch	"Ass d'Bedeitung vun 'Schläifsteen' an deenen zwee Sätz identesch? saz1: ""ech mengen, ech misst meng Aaxt emol op de Schläifsteen huelen "" saz2: ""wa mäi Papp mat der Séissel schafft, huet en ëmmer e Schläifsteen bei sech """
Primärschoul	wou hues du d'Primärschoul gemaach? 	gees du op de Basar vun der Primärschoul ? 	identical	richteg	"Ass d'Bedeitung vun 'Primärschoul' an deenen zwee Sätz identesch? saz1: ""wou hues du d'Primärschoul gemaach? "" saz2: ""gees du op de Basar vun der Primärschoul ? """
rullen	d'Enquête rullt gutt 	hëllef mer, déi al Fässer an den Haff ze rullen ! 	different	falsch	"Ass d'Bedeitung vun 'rullen' an deenen zwee Sätz identesch? saz1: ""d'Enquête rullt gutt "" saz2: ""hëllef mer, déi al Fässer an den Haff ze rullen ! """
Blutt	ech gi reegelméisseg Blutt spenden 	du muss oppassen, datt s de kee geliwwert Blutt an deem Hämatom do behäls 	different	falsch	"Ass d'Bedeitung vun 'Blutt' an deenen zwee Sätz identesch? saz1: ""ech gi reegelméisseg Blutt spenden "" saz2: ""du muss oppassen, datt s de kee geliwwert Blutt an deem Hämatom do behäls """
Staatsministère	de Staatsministère verschéckt d'Invitatioune fir déi offiziell Zeremonie un déi verschidden Invitéen 	de Premier huet d'Vertrieder vun der Gewerkschaft am Staatsministère empfaangen 	different	falsch	"Ass d'Bedeitung vun 'Staatsministère' an deenen zwee Sätz identesch? saz1: ""de Staatsministère verschéckt d'Invitatioune fir déi offiziell Zeremonie un déi verschidden Invitéen "" saz2: ""de Premier huet d'Vertrieder vun der Gewerkschaft am Staatsministère empfaangen """
onnatierlech	ech fannen d'Liicht vun den Neonstüben onnatierlech 	däin onnatierlecht Behuele fält allgemeng op 	different	falsch	"Ass d'Bedeitung vun 'onnatierlech' an deenen zwee Sätz identesch? saz1: ""ech fannen d'Liicht vun den Neonstüben onnatierlech "" saz2: ""däin onnatierlecht Behuele fält allgemeng op """
hiewen	hief d'Féiss (an d'Luucht), hei sinn héich Träppleken! 	du muss de Schnéi ënner den Deeg hiewen 	different	falsch	"Ass d'Bedeitung vun 'hiewen' an deenen zwee Sätz identesch? saz1: ""hief d'Féiss (an d'Luucht), hei sinn héich Träppleken! "" saz2: ""du muss de Schnéi ënner den Deeg hiewen """
Won	mat wéi vill Won muss ee fir eng Nuecht am Hotel rechnen? 	a Süd- an an Nordkorea gëtt mat Won bezuelt 	identical	richteg	"Ass d'Bedeitung vun 'Won' an deenen zwee Sätz identesch? saz1: ""mat wéi vill Won muss ee fir eng Nuecht am Hotel rechnen? "" saz2: ""a Süd- an an Nordkorea gëtt mat Won bezuelt """
Roserei	ech hu mech al misse beherrschen, fir meng Roserei net ze weisen 	däi séiert Handelen huet eis vill Roserei erspuert 	different	falsch	"Ass d'Bedeitung vun 'Roserei' an deenen zwee Sätz identesch? saz1: ""ech hu mech al misse beherrschen, fir meng Roserei net ze weisen "" saz2: ""däi séiert Handelen huet eis vill Roserei erspuert """
Pätter	ech gouf gefrot, ob ech wéilt Pätter vun de Pompjeeën hirem neie Fändel ginn 	bei där Saach kanns de Pätter ginn! 	identical	richteg	"Ass d'Bedeitung vun 'Pätter' an deenen zwee Sätz identesch? saz1: ""ech gouf gefrot, ob ech wéilt Pätter vun de Pompjeeën hirem neie Fändel ginn "" saz2: ""bei där Saach kanns de Pätter ginn! """
ausschlofen	sonndes schlofen ech ëmmer aus 	erwäch mäi Kolleeg net, e schléift grad säi Soff aus ! 	different	falsch	"Ass d'Bedeitung vun 'ausschlofen' an deenen zwee Sätz identesch? saz1: ""sonndes schlofen ech ëmmer aus "" saz2: ""erwäch mäi Kolleeg net, e schléift grad säi Soff aus ! """
Vulleschäich	eisen Noper hänkt all Joer eng Vulleschäich a säi Kiischtebam 	déi al Vulleschäich am Guichet war alt erëm granzeg! 	different	falsch	"Ass d'Bedeitung vun 'Vulleschäich' an deenen zwee Sätz identesch? saz1: ""eisen Noper hänkt all Joer eng Vulleschäich a säi Kiischtebam "" saz2: ""déi al Vulleschäich am Guichet war alt erëm granzeg! """
Heem	d'Koppel huet sech hiert neit Heem richteg schéin ageriicht 	d'Elteren hunn hire schwierege Bouf an en Heem gedoen 	different	falsch	"Ass d'Bedeitung vun 'Heem' an deenen zwee Sätz identesch? saz1: ""d'Koppel huet sech hiert neit Heem richteg schéin ageriicht "" saz2: ""d'Elteren hunn hire schwierege Bouf an en Heem gedoen """
siften	fir e gudden Deeg ze kréien, soll een d'Miel siften 	d'Kanner siften de Sand, fir d'Stengercher erauszekréien 	identical	richteg	"Ass d'Bedeitung vun 'siften' an deenen zwee Sätz identesch? saz1: ""fir e gudden Deeg ze kréien, soll een d'Miel siften "" saz2: ""d'Kanner siften de Sand, fir d'Stengercher erauszekréien """
bedeelegen	si bedeelege sech fräiwëlleg un der Botzaktioun 	eng bekannt Kënschtlerin gouf um Projet bedeelegt 	different	falsch	"Ass d'Bedeitung vun 'bedeelegen' an deenen zwee Sätz identesch? saz1: ""si bedeelege sech fräiwëlleg un der Botzaktioun "" saz2: ""eng bekannt Kënschtlerin gouf um Projet bedeelegt """
Gol	wien ass am Gol ? 	d'Leit waren aus dem Haischen, wéi de leschte Gol gefall ass 	different	falsch	"Ass d'Bedeitung vun 'Gol' an deenen zwee Sätz identesch? saz1: ""wien ass am Gol ? "" saz2: ""d'Leit waren aus dem Haischen, wéi de leschte Gol gefall ass """
Expert	déi vun der Assurance schécken nach haut en Expert wéinst dem Waasserschued am Keller 	den Expert huet de Schued um Auto op 5000 Euro geschat 	identical	richteg	"Ass d'Bedeitung vun 'Expert' an deenen zwee Sätz identesch? saz1: ""déi vun der Assurance schécken nach haut en Expert wéinst dem Waasserschued am Keller "" saz2: ""den Expert huet de Schued um Auto op 5000 Euro geschat """
ufriessen	d'Mais hunn déi jonk Zalot ugefriess 	d'Matten hunn dem Bopa säin houbeschte Mantel ugefriess 	identical	richteg	"Ass d'Bedeitung vun 'ufriessen' an deenen zwee Sätz identesch? saz1: ""d'Mais hunn déi jonk Zalot ugefriess "" saz2: ""d'Matten hunn dem Bopa säin houbeschte Mantel ugefriess """
géint	hal de Film géint d'Luucht! 	et ass schwéier, géint de Stroum ze schwammen 	identical	richteg	"Ass d'Bedeitung vun 'géint' an deenen zwee Sätz identesch? saz1: ""hal de Film géint d'Luucht! "" saz2: ""et ass schwéier, géint de Stroum ze schwammen """
betruechten	vill Leit betruechten dat neit Gesetz mat enger gewëssener Skepsis 	wann s de alles betruechts , léiss de d'Fangere vun deem Geschäft! 	identical	richteg	"Ass d'Bedeitung vun 'betruechten' an deenen zwee Sätz identesch? saz1: ""vill Leit betruechten dat neit Gesetz mat enger gewëssener Skepsis "" saz2: ""wann s de alles betruechts , léiss de d'Fangere vun deem Geschäft! """
hirer	d'Journalistin gouf wéinst hirer politescher Gesënnung agespaart 	meng Mamm gëtt hirer Kaz ni Fleesch 	identical	richteg	"Ass d'Bedeitung vun 'hirer' an deenen zwee Sätz identesch? saz1: ""d'Journalistin gouf wéinst hirer politescher Gesënnung agespaart "" saz2: ""meng Mamm gëtt hirer Kaz ni Fleesch """
schlecht	et ass mer schlecht , well ech duerchernee giess a gedronk hunn 	et gëtt mer schlecht , wann ech deem seng arrogant Binnett gesinn! 	identical	richteg	"Ass d'Bedeitung vun 'schlecht' an deenen zwee Sätz identesch? saz1: ""et ass mer schlecht , well ech duerchernee giess a gedronk hunn "" saz2: ""et gëtt mer schlecht , wann ech deem seng arrogant Binnett gesinn! """
leeden	déi nei Ministesch huet den Debat geleet 	hie leet zënter Kuerzem eng nei Entreprise 	identical	richteg	"Ass d'Bedeitung vun 'leeden' an deenen zwee Sätz identesch? saz1: ""déi nei Ministesch huet den Debat geleet "" saz2: ""hie leet zënter Kuerzem eng nei Entreprise """
spekuléieren	hie spekuléiert schonn zënter Joren op der Bourse 	hien ass beim Spekuléieren ëm säi ganzt Verméige komm 	identical	richteg	"Ass d'Bedeitung vun 'spekuléieren' an deenen zwee Sätz identesch? saz1: ""hie spekuléiert schonn zënter Joren op der Bourse "" saz2: ""hien ass beim Spekuléieren ëm säi ganzt Verméige komm """
féieren	am Krich hu Passeuren d'Leit iwwer d'Grenz geféiert 	déi nei Reegelung huet just zu Streidereie geféiert 	different	falsch	"Ass d'Bedeitung vun 'féieren' an deenen zwee Sätz identesch? saz1: ""am Krich hu Passeuren d'Leit iwwer d'Grenz geféiert "" saz2: ""déi nei Reegelung huet just zu Streidereie geféiert """
Käscht	am Oktober ginn d'Spillschoulskanner an de Park Käschte rafe fir ze bastelen 	geréischtert (Séiss) Käschte gëtt et bei eis nëmmen am Wanter 	different	falsch	"Ass d'Bedeitung vun 'Käscht' an deenen zwee Sätz identesch? saz1: ""am Oktober ginn d'Spillschoulskanner an de Park Käschte rafe fir ze bastelen "" saz2: ""geréischtert (Séiss) Käschte gëtt et bei eis nëmmen am Wanter """
Kontrast	wat d'Liewensqualitéit ubelaangt, gëtt et grouss Kontraster tëschent deene verschiddene Länner 	op där Fotokopie kommen d'Kontraster net gutt eraus 	different	falsch	"Ass d'Bedeitung vun 'Kontrast' an deenen zwee Sätz identesch? saz1: ""wat d'Liewensqualitéit ubelaangt, gëtt et grouss Kontraster tëschent deene verschiddene Länner "" saz2: ""op där Fotokopie kommen d'Kontraster net gutt eraus """
Gebëss	hien huet schonn a jonke Joren e Gebëss kritt 	mäi Bop huet e falscht Gebëss 	identical	richteg	"Ass d'Bedeitung vun 'Gebëss' an deenen zwee Sätz identesch? saz1: ""hien huet schonn a jonke Joren e Gebëss kritt "" saz2: ""mäi Bop huet e falscht Gebëss """
däerfen	esou vertraulech Dokumenter däerfen net a friem Hänn geroden 	du däerfs d'Seel net lassloossen, soss fält den Eemer erof 	identical	richteg	"Ass d'Bedeitung vun 'däerfen' an deenen zwee Sätz identesch? saz1: ""esou vertraulech Dokumenter däerfen net a friem Hänn geroden "" saz2: ""du däerfs d'Seel net lassloossen, soss fält den Eemer erof """
Elektresch	d'nächst Woch gëtt d'Elektresch an eisem neien Haus geluecht 	d'Elektresch ass nees méi deier ginn 	different	falsch	"Ass d'Bedeitung vun 'Elektresch' an deenen zwee Sätz identesch? saz1: ""d'nächst Woch gëtt d'Elektresch an eisem neien Haus geluecht "" saz2: ""d'Elektresch ass nees méi deier ginn """
